Column Name,Label
S2301_C02_018E,Estimate!!Labor Force Participation Rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2301_C02_018M,Margin of Error!!Labor Force Participation Rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2301_C02_019E,Estimate!!Labor Force Participation Rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S2301_C02_019M,Margin of Error!!Labor Force Participation Rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S2301_C02_020E,"Estimate!!Labor Force Participation Rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2301_C02_020M,"Margin of Error!!Labor Force Participation Rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2301_C02_021E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years
S2301_C02_021M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years
S2301_C02_022E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Male
S2301_C02_022M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Male
S2301_C02_023E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female
S2301_C02_023M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female
S2301_C02_024E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years
S2301_C02_024M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years
S2301_C02_025E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only
S2301_C02_025M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only
S2301_C02_026E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years
S2301_C02_026M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years
S2301_C02_027E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only
S2301_C02_027M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only
S2301_C02_028E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level
S2301_C02_028M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level
S2301_C02_029E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level
S2301_C02_029M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level
S2301_C02_030E,Estimate!!Labor Force Participation Rate!!Population 20 to 64 years!!DISABILITY STATUS!!With any disability
S2301_C02_030M,Margin of Error!!Labor Force Participation Rate!!Population 20 to 64 years!!DISABILITY STATUS!!With any disability
S2301_C02_031E,Estimate!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years
S2301_C02_031M,Margin of Error!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years
S2301_C02_032E,Estimate!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate
S2301_C02_032M,Margin of Error!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate
S2301_C02_033E,Estimate!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)
S2301_C02_033M,Margin of Error!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)
S2301_C02_034E,Estimate!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree
S2301_C02_034M,Margin of Error!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree
S2301_C02_035E,Estimate!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
S2301_C02_035M,Margin of Error!!Labor Force Participation Rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
S2301_C03_001E,Estimate!!Employment/Population Ratio!!Population 16 years and over
S2301_C03_001M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over
S2301_C03_002E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!16 to 19 years
S2301_C03_002M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!16 to 19 years
S2301_C03_003E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!20 to 24 years
S2301_C03_003M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!20 to 24 years
S2301_C03_004E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!25 to 29 years
S2301_C03_004M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!25 to 29 years
S2301_C03_005E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!30 to 34 years
S2301_C03_005M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!30 to 34 years
S2301_C03_006E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!35 to 44 years
S2301_C03_006M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!35 to 44 years
S2301_C03_007E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!45 to 54 years
S2301_C03_007M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!45 to 54 years
S2301_C03_008E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!55 to 59 years
S2301_C03_008M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!55 to 59 years
S2301_C03_009E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!60 to 64 years
S2301_C03_009M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!60 to 64 years
S2301_C03_010E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!65 to 74 years
S2301_C03_010M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!65 to 74 years
S2301_C03_011E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!AGE!!75 years and over
S2301_C03_011M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!AGE!!75 years and over
S2301_C03_012E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone
S2301_C03_012M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone
S2301_C03_013E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone
S2301_C03_013M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone
S2301_C03_014E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone
S2301_C03_014M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone
S2301_C03_015E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone
S2301_C03_015M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone
S2301_C03_016E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone
S2301_C03_016M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone
S2301_C03_017E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone
S2301_C03_017M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone
S2301_C03_018E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2301_C03_018M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2301_C03_019E,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S2301_C03_019M,Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S2301_C03_020E,"Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2301_C03_020M,"Margin of Error!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2301_C03_021E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years
S2301_C03_021M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years
S2301_C03_022E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Male
S2301_C03_022M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Male
S2301_C03_023E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female
S2301_C03_023M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female
S2301_C03_024E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years
S2301_C03_024M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years
S2301_C03_025E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only
S2301_C03_025M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only
S2301_C03_026E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years
S2301_C03_026M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years
S2301_C03_027E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only
S2301_C03_027M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only
S2301_C03_028E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level
S2301_C03_028M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level
S2301_C03_029E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level
S2301_C03_029M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level
S2301_C03_030E,Estimate!!Employment/Population Ratio!!Population 20 to 64 years!!DISABILITY STATUS!!With any disability
S2301_C03_030M,Margin of Error!!Employment/Population Ratio!!Population 20 to 64 years!!DISABILITY STATUS!!With any disability
S2301_C03_031E,Estimate!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years
S2301_C03_031M,Margin of Error!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years
S2301_C03_032E,Estimate!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate
S2301_C03_032M,Margin of Error!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate
S2301_C03_033E,Estimate!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)
S2301_C03_033M,Margin of Error!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)
S2301_C03_034E,Estimate!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree
S2301_C03_034M,Margin of Error!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree
S2301_C03_035E,Estimate!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
S2301_C03_035M,Margin of Error!!Employment/Population Ratio!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
S2301_C04_001E,Estimate!!Unemployment rate!!Population 16 years and over
S2301_C04_001M,Margin of Error!!Unemployment rate!!Population 16 years and over
S2301_C04_002E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!16 to 19 years
S2301_C04_002M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!16 to 19 years
S2301_C04_003E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!20 to 24 years
S2301_C04_003M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!20 to 24 years
S2301_C04_004E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!25 to 29 years
S2301_C04_004M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!25 to 29 years
S2301_C04_005E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!30 to 34 years
S2301_C04_005M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!30 to 34 years
S2301_C04_006E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!35 to 44 years
S2301_C04_006M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!35 to 44 years
S2301_C04_007E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!45 to 54 years
S2301_C04_007M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!45 to 54 years
S2301_C04_008E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!55 to 59 years
S2301_C04_008M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!55 to 59 years
S2301_C04_009E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!60 to 64 years
S2301_C04_009M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!60 to 64 years
S2301_C04_010E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!65 to 74 years
S2301_C04_010M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!65 to 74 years
S2301_C04_011E,Estimate!!Unemployment rate!!Population 16 years and over!!AGE!!75 years and over
S2301_C04_011M,Margin of Error!!Unemployment rate!!Population 16 years and over!!AGE!!75 years and over
S2301_C04_012E,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone
S2301_C04_012M,Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone
S2301_C04_013E,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone
S2301_C04_013M,Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone
S2301_C04_014E,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone
S2301_C04_014M,Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone
S2301_C04_015E,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone
S2301_C04_015M,Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone
S2301_C04_016E,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone
S2301_C04_016M,Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone
S2301_C04_017E,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone
S2301_C04_017M,Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone
S2301_C04_018E,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2301_C04_018M,Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2301_C04_019E,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S2301_C04_019M,Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S2301_C04_020E,"Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2301_C04_020M,"Margin of Error!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2301_C04_021E,Estimate!!Unemployment rate!!Population 20 to 64 years
S2301_C04_021M,Margin of Error!!Unemployment rate!!Population 20 to 64 years
S2301_C04_022E,Estimate!!Unemployment rate!!Population 20 to 64 years!!SEX!!Male
S2301_C04_022M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!SEX!!Male
S2301_C04_023E,Estimate!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female
S2301_C04_023M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female
S2301_C04_024E,Estimate!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years
S2301_C04_024M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years
S2301_C04_025E,Estimate!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only
S2301_C04_025M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only
S2301_C04_026E,Estimate!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years
S2301_C04_026M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years
S2301_C04_027E,Estimate!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only
S2301_C04_027M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only
S2301_C04_028E,Estimate!!Unemployment rate!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level
S2301_C04_028M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level
S2301_C04_029E,Estimate!!Unemployment rate!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level
S2301_C04_029M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level
S2301_C04_030E,Estimate!!Unemployment rate!!Population 20 to 64 years!!DISABILITY STATUS!!With any disability
S2301_C04_030M,Margin of Error!!Unemployment rate!!Population 20 to 64 years!!DISABILITY STATUS!!With any disability
S2301_C04_031E,Estimate!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years
S2301_C04_031M,Margin of Error!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years
S2301_C04_032E,Estimate!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate
S2301_C04_032M,Margin of Error!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate
S2301_C04_033E,Estimate!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)
S2301_C04_033M,Margin of Error!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)
S2301_C04_034E,Estimate!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree
S2301_C04_034M,Margin of Error!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree
S2301_C04_035E,Estimate!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
S2301_C04_035M,Margin of Error!!Unemployment rate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
S1902_C01_001E,Estimate!!Number!!HOUSEHOLD INCOME!!All households
S1902_C01_001M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households
S1902_C01_002E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings
S1902_C01_002M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With earnings
S1902_C01_003E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income
S1902_C01_003M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income
S1902_C01_004E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income
S1902_C01_004M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income
S1902_C01_005E,"Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income"
S1902_C01_005M,"Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income"
S1902_C01_006E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Social Security income
S1902_C01_006M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With Social Security income
S1902_C01_007E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)
S1902_C01_007M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)
S1902_C01_008E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP
S1902_C01_008M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP
S1902_C01_009E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance
S1902_C01_009M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance
S1902_C01_010E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With retirement income
S1902_C01_010M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With retirement income
S1902_C01_011E,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With other types of income
S1902_C01_011M,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With other types of income
S1902_C01_012E,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families
S1902_C01_012M,Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families
S1902_C01_013E,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers
S1902_C01_013M,Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers
S1902_C01_014E,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker
S1902_C01_014M,Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker
S1902_C01_015E,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, both spouses worked"
S1902_C01_015M,"Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, both spouses worked"
S1902_C01_016E,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
S1902_C01_016M,"Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
S1902_C01_017E,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked"
S1902_C01_017M,"Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked"
S1902_C01_018E,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
S1902_C01_018M,"Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
S1902_C01_019E,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population
S1902_C01_019M,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population
S1902_C01_020E,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White
S1902_C01_020M,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White
S1902_C01_021E,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American
S1902_C01_021M,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American
S1902_C01_022E,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native
S1902_C01_022M,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native
S1902_C01_023E,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian
S1902_C01_023M,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian
S1902_C01_024E,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander
